hhst_id,ea,haushalt,einzelplan,aufgabenbereich,bereich_code,bereich,untergruppe_code,untergruppe,einrichtung_code,einrichtung,posten,themen,route_einrichtung,route_posten,route_themen
2156.9350,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,Erwerb von beweglichen Sachen des Anlagevermögens,Bildung & Schulen,/einrichtung/2156,/posten/2156.9350,/themen/bildung
2156.9352,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,Arbeitsgeräte und Maschinen,Bildung & Schulen,/einrichtung/2156,/posten/2156.9352,/themen/bildung
2156.9400,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,Hochbaumaßnahmen,Bildung & Schulen,/einrichtung/2156,/posten/2156.9400,/themen/bildung
2156.9401,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,Estrichtreparatur,Bildung & Schulen,/einrichtung/2156,/posten/2156.9401,/themen/bildung
2156.9410,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,"Abbruchs-,Aufschließungskosten",Bildung & Schulen,/einrichtung/2156,/posten/2156.9410,/themen/bildung
2156.9420,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,Gebäudeneubau,Bildung & Schulen,/einrichtung/2156,/posten/2156.9420,/themen/bildung
2156.9490,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,Baunebenkosten: Hochbau,Bildung & Schulen,/einrichtung/2156,/posten/2156.9490,/themen/bildung
2156.9500,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,Tiefbaumaßnahmen,Bildung & Schulen,/einrichtung/2156,/posten/2156.9500,/themen/bildung
2156.9535,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,,Bildung & Schulen,/einrichtung/2156,/posten/2156.9535,/themen/bildung
2156.9590,A,vermoegen,2,Schulen,21,Schulen,215,Schulzentrum / kombinierte Schulen,2156,Kombinierte Grund- und Hauptschule -16- Neubau Mensa und Sportanlagen,Baunebenkosten: Tiefbau,Bildung & Schulen,/einrichtung/2156,/posten/2156.9590,/themen/bildung
2165.1600,E,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,"Erstattungen des Bundes, LAF, ERP-Sondervermögen",Bildung & Schulen,/einrichtung/2165,/posten/2165.1600,/themen/bildung
2165.5010,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,Unterhalt eigener Gebäude,Bildung & Schulen,/einrichtung/2165,/posten/2165.5010,/themen/bildung
2165.5200,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,Verwaltungs- und Zweck- ausstattung,Bildung & Schulen,/einrichtung/2165,/posten/2165.5200,/themen/bildung
2165.5330,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,Leasing von Gebäuden und Grundstücken,Bildung & Schulen,/einrichtung/2165,/posten/2165.5330,/themen/bildung
2165.5400,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,Bewirtschaftung der Grundstücke und Gebäude,Bildung & Schulen,/einrichtung/2165,/posten/2165.5400,/themen/bildung
2165.5430,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,Reinigungskosten,Bildung & Schulen,/einrichtung/2165,/posten/2165.5430,/themen/bildung
2165.5431,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,Reinigungsmittel,Bildung & Schulen,/einrichtung/2165,/posten/2165.5431,/themen/bildung
2165.5441,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,Strombezugskosten Verbrauchsstrom,Bildung & Schulen,/einrichtung/2165,/posten/2165.5441,/themen/bildung
2165.5450,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,"Wasserversorgung, Entwässerung",Bildung & Schulen,/einrichtung/2165,/posten/2165.5450,/themen/bildung
2165.5600,A,verwaltung,2,Schulen,21,Schulen,216,Schulgebäude & Mensa,2165,Mensa auf Rockermeier-Grundstück,"Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände",Bildung & Schulen,/einrichtung/2165,/posten/2165.5600,/themen/bildung
2901.1621,E,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Erstattungen durch Gemeinden und Gemeindeverbände,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.1621,/themen/bildung; /themen/mobilitaet
2901.1716,E,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Zuweisungen für lfd. Zwecke: Schülerbeförderung,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.1716,/themen/bildung; /themen/mobilitaet
2901.4140,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Entgelte für tariflich Be- schäftigte,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.4140,/themen/bildung; /themen/mobilitaet
2901.4340,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Beiträge zu Versorgungskassen 'Tariflich Beschäftigte',Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.4340,/themen/bildung; /themen/mobilitaet
2901.4440,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Beiträge zur gesetzlichen Sozialversicherung 'Tariflich Beschäftigte',Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.4440,/themen/bildung; /themen/mobilitaet
2901.4590,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,"Beihilfen,Unterstützungen u.ä.",Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.4590,/themen/bildung; /themen/mobilitaet
2901.5010,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Unterhalt eigener Gebäude,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.5010,/themen/bildung; /themen/mobilitaet
2901.6391,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Kosten der Schülerbeförderung durch andere Verkehrsträger sofern n.dem Gesetz notwendig,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.6391,/themen/bildung; /themen/mobilitaet
2901.6730,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Erstattungen an Zweckverbände und dgl.,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.6730,/themen/bildung; /themen/mobilitaet
2901.6790,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Innere Verrechnungen Bauhof,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.6790,/themen/bildung; /themen/mobilitaet
2901.6800,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Abschreibungen,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.6800,/themen/bildung; /themen/mobilitaet
2901.6850,A,verwaltung,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Verzinsung des Anlagekapitals,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.6850,/themen/bildung; /themen/mobilitaet
2901.9400,A,vermoegen,2,Schulen,29,Schülerbeförderung,290,Schülerbeförderung,2901,Schülerbeförderung,Hochbaumaßnahmen,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2901,/posten/2901.9400,/themen/bildung; /themen/mobilitaet
2950.4140,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,Entgelte für tariflich Be- schäftigte,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.4140,/themen/bildung; /themen/mobilitaet
2950.4169,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,Beschäftigungsentgelte und dgl -sonstiges Personal-,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.4169,/themen/bildung; /themen/mobilitaet
2950.4340,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,Beiträge zu Versorgungskassen 'Tariflich Beschäftigte',Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.4340,/themen/bildung; /themen/mobilitaet
2950.4440,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,Beiträge zur gesetzlichen Sozialversicherung 'Tariflich Beschäftigte',Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.4440,/themen/bildung; /themen/mobilitaet
2950.5600,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,"Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände",Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.5600,/themen/bildung; /themen/mobilitaet
2950.6329,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,Sonstiger verschiedener Betriebsaufwand,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.6329,/themen/bildung; /themen/mobilitaet
2950.6430,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,Haftpflichtversicherungen,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.6430,/themen/bildung; /themen/mobilitaet
2950.6450,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,Unfallversicherung (auch gesetzliche Unfallvers.),Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.6450,/themen/bildung; /themen/mobilitaet
2950.6530,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,"Öffentliche Bekanntmachungen, Amtsblatt",Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.6530,/themen/bildung; /themen/mobilitaet
2950.7180,A,verwaltung,2,Schulen,29,Schülerbeförderung,295,Sonstige schulische Aufgaben,2950,Sonstige schulische Aufgaben,Zuschüsse für lfd. Zwecke an die übrigen Bereiche,Bildung & Schulen; Mobilität & Infrastruktur,/einrichtung/2950,/posten/2950.7180,/themen/bildung; /themen/mobilitaet
3000.1599,E,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Vermischte Einnahmen,Freizeit & Kultur,/einrichtung/3000,/posten/3000.1599,/themen/kultur_freizeit
3000.1680,E,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Erstattungen durch übrige Bereiche,Freizeit & Kultur,/einrichtung/3000,/posten/3000.1680,/themen/kultur_freizeit
3000.4140,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Entgelte für tariflich Be- schäftigte,Freizeit & Kultur,/einrichtung/3000,/posten/3000.4140,/themen/kultur_freizeit
3000.4340,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Beiträge zu Versorgungskassen 'Tariflich Beschäftigte',Freizeit & Kultur,/einrichtung/3000,/posten/3000.4340,/themen/kultur_freizeit
3000.4440,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Beiträge zur gesetzlichen Sozialversicherung 'Tariflich Beschäftigte',Freizeit & Kultur,/einrichtung/3000,/posten/3000.4440,/themen/kultur_freizeit
3000.6314,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Städtepartnerschaften u.ä.,Freizeit & Kultur,/einrichtung/3000,/posten/3000.6314,/themen/kultur_freizeit
3000.6316,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Veranstaltung,Freizeit & Kultur,/einrichtung/3000,/posten/3000.6316,/themen/kultur_freizeit
3000.6329,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Sonstiger verschiedener Betriebsaufwand,Freizeit & Kultur,/einrichtung/3000,/posten/3000.6329,/themen/kultur_freizeit
3000.6790,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3000,Allgemeine kulturelle Angelegenheiten Städtepartnerschaft,Innere Verrechnungen Bauhof,Freizeit & Kultur,/einrichtung/3000,/posten/3000.6790,/themen/kultur_freizeit
3001.1198,E,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Umsatzsteuer aus steuer- pflichtigen Entgelten,Freizeit & Kultur,/einrichtung/3001,/posten/3001.1198,/themen/kultur_freizeit
3001.1310,E,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Verkauf von eigenen Erzeug- nissen,Freizeit & Kultur,/einrichtung/3001,/posten/3001.1310,/themen/kultur_freizeit
3001.1555,E,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,"Umsatzst. aus Beiträgen u.ä., Umsatzsteuer Rückvergütung, abziehb.Vorsteuer aus Invest.",Freizeit & Kultur,/einrichtung/3001,/posten/3001.1555,/themen/kultur_freizeit
3001.4140,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Entgelte für tariflich Be- schäftigte,Freizeit & Kultur,/einrichtung/3001,/posten/3001.4140,/themen/kultur_freizeit
3001.4340,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Beiträge zu Versorgungskassen 'Tariflich Beschäftigte',Freizeit & Kultur,/einrichtung/3001,/posten/3001.4340,/themen/kultur_freizeit
3001.4440,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Beiträge zur gesetzlichen Sozialversicherung 'Tariflich Beschäftigte',Freizeit & Kultur,/einrichtung/3001,/posten/3001.4440,/themen/kultur_freizeit
3001.5200,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Verwaltungs- und Zweck- ausstattung,Freizeit & Kultur,/einrichtung/3001,/posten/3001.5200,/themen/kultur_freizeit
3001.6313,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,"Belohnungen, Preise",Freizeit & Kultur,/einrichtung/3001,/posten/3001.6313,/themen/kultur_freizeit
3001.6322,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,EDV-Kosten an Dritte,Freizeit & Kultur,/einrichtung/3001,/posten/3001.6322,/themen/kultur_freizeit
3001.6329,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Sonstiger verschiedener Betriebsaufwand,Freizeit & Kultur,/einrichtung/3001,/posten/3001.6329,/themen/kultur_freizeit
3001.6410,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,USt-Zahllast an das FA,Freizeit & Kultur,/einrichtung/3001,/posten/3001.6410,/themen/kultur_freizeit
3001.6412,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Umsatzsteuer als Vorsteuer,Freizeit & Kultur,/einrichtung/3001,/posten/3001.6412,/themen/kultur_freizeit
3001.6430,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Haftpflichtversicherungen,Freizeit & Kultur,/einrichtung/3001,/posten/3001.6430,/themen/kultur_freizeit
3001.6500,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Bürobedarf,Freizeit & Kultur,/einrichtung/3001,/posten/3001.6500,/themen/kultur_freizeit
3001.6530,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,"Öffentliche Bekanntmachungen, Amtsblatt",Freizeit & Kultur,/einrichtung/3001,/posten/3001.6530,/themen/kultur_freizeit
3001.6540,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Dienstreisen,Freizeit & Kultur,/einrichtung/3001,/posten/3001.6540,/themen/kultur_freizeit
3001.6550,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,"Sachverständigenkosten, Gerichtskosten u.ä.",Freizeit & Kultur,/einrichtung/3001,/posten/3001.6550,/themen/kultur_freizeit
3001.6790,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Innere Verrechnungen Bauhof,Freizeit & Kultur,/einrichtung/3001,/posten/3001.6790,/themen/kultur_freizeit
3001.9350,A,vermoegen,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Erwerb von beweglichen Sachen des Anlagevermögens,Freizeit & Kultur,/einrichtung/3001,/posten/3001.9350,/themen/kultur_freizeit
3001.9400,A,vermoegen,3,"Wissenschaft, Forschung, Kulturpflege",30,Kulturpflege & Städtepartnerschaft,300,,3001,Jubiläum 1.250 Jahre Stadt Moosburg,Hochbaumaßnahmen,Freizeit & Kultur,/einrichtung/3001,/posten/3001.9400,/themen/kultur_freizeit
3201.1310,E,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Verkauf von eigenen Erzeug- nissen,Freizeit & Kultur,/einrichtung/3201,/posten/3201.1310,/themen/kultur_freizeit
3201.1599,E,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Vermischte Einnahmen,Freizeit & Kultur,/einrichtung/3201,/posten/3201.1599,/themen/kultur_freizeit
3201.3610,E,vermoegen,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Investitionszuweisungen vom Land,Freizeit & Kultur,/einrichtung/3201,/posten/3201.3610,/themen/kultur_freizeit
3201.4140,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Entgelte für tariflich Be- schäftigte,Freizeit & Kultur,/einrichtung/3201,/posten/3201.4140,/themen/kultur_freizeit
3201.4340,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Beiträge zu Versorgungskassen 'Tariflich Beschäftigte',Freizeit & Kultur,/einrichtung/3201,/posten/3201.4340,/themen/kultur_freizeit
3201.4440,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Beiträge zur gesetzlichen Sozialversicherung 'Tariflich Beschäftigte',Freizeit & Kultur,/einrichtung/3201,/posten/3201.4440,/themen/kultur_freizeit
3201.4590,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,"Beihilfen,Unterstützungen u.ä.",Freizeit & Kultur,/einrichtung/3201,/posten/3201.4590,/themen/kultur_freizeit
3201.5010,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Unterhalt eigener Gebäude,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5010,/themen/kultur_freizeit
3201.5200,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Verwaltungs- und Zweck- ausstattung,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5200,/themen/kultur_freizeit
3201.5201,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5201,/themen/kultur_freizeit
3201.5400,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Bewirtschaftung der Grundstücke und Gebäude,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5400,/themen/kultur_freizeit
3201.5420,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Heizungskosten Heizstrom,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5420,/themen/kultur_freizeit
3201.5422,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Heizungskosten Erdgas,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5422,/themen/kultur_freizeit
3201.5431,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Reinigungsmittel,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5431,/themen/kultur_freizeit
3201.5441,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Strombezugskosten Verbrauchsstrom,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5441,/themen/kultur_freizeit
3201.5442,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Gasbezugskosten,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5442,/themen/kultur_freizeit
3201.5620,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,"Aus- und Fortbildung, Umschulung",Freizeit & Kultur,/einrichtung/3201,/posten/3201.5620,/themen/kultur_freizeit
3201.5622,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Fahrtkosten für Fortbildung,Freizeit & Kultur,/einrichtung/3201,/posten/3201.5622,/themen/kultur_freizeit
3201.6322,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,EDV-Kosten an Dritte,Freizeit & Kultur,/einrichtung/3201,/posten/3201.6322,/themen/kultur_freizeit
3201.6329,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Sonstiger verschiedener Betriebsaufwand,Freizeit & Kultur,/einrichtung/3201,/posten/3201.6329,/themen/kultur_freizeit
3201.6510,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,"Bücher, Zeitschriften u.ä.",Freizeit & Kultur,/einrichtung/3201,/posten/3201.6510,/themen/kultur_freizeit
3201.6520,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Telefon-/Handygebühren,Freizeit & Kultur,/einrichtung/3201,/posten/3201.6520,/themen/kultur_freizeit
3201.6525,A,verwaltung,3,"Wissenschaft, Forschung, Kulturpflege",32,Museen (Heimat- & STALAG-Museum),320,,3201,Heimatmuseum im Kloster,Porto- und Rundfunkgebühren,Freizeit & Kultur,/einrichtung/3201,/posten/3201.6525,/themen/kultur_freizeit
